MainBranch,Employment,Country,US_State,Age1stCode,YearsCode,YearsCodePro,OrgSize,CompFreq,OpSys,SOVisitFreq,SOAccount,SOPartFreq,Age,Gender,Trans,ConvertedCompYearly
I am a developer by profession,Employed full-time,United States of America,Washington,5 - 10 years,34,20,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,A few times per month or weekly,35-44 years old,Man,No,200000
I am a developer by profession,Employed full-time,United States of America,California,18 - 24 years,4,1,20 to 99 employees,Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,151000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Iowa,11 - 17 years,40,31,500 to 999 employees,Weekly,Windows,A few times per month or weekly,Not sure/can't remember,NA,45-54 years old,Man,No,169000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,18 - 24 years,20,5,100 to 499 employees,Yearly,MacOS,A few times per week,Not sure/can't remember,NA,55-64 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,North Carolina,11 - 17 years,24,15,20 to 99 employees,Monthly,Windows,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,1608000
I am a developer by profession,Employed full-time,United States of America,Rhode Island,11 - 17 years,20,20,2 to 9 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,North Carolina,11 - 17 years,10,6,100 to 499 employees,Weekly,Windows,Daily or almost daily,No,NA,25-34 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,New Jersey,11 - 17 years,39,29,20 to 99 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,149000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,20,10,"1,000 to 4,999 employees",Weekly,Windows,A few times per month or weekly,No,NA,35-44 years old,Man,No,5050000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,41,34,"5,000 to 9,999 employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,55-64 years old,Man,No,168945
I am a developer by profession,Employed full-time,United States of America,Indiana,11 - 17 years,8,8,"1,000 to 4,999 employees",Yearly,Linux-based,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,78000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,6,6,100 to 499 employees,Yearly,MacOS,Daily or almost daily,No,NA,25-34 years old,Woman,No,150000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Massachusetts,11 - 17 years,44,32,"1,000 to 4,999 employees",Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,55-64 years old,Man,No,148000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,40,29,"1,000 to 4,999 employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,228000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Virginia,5 - 10 years,20,12,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,A few times per month or weekly,35-44 years old,Man,No,370000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,10,10,"1,000 to 4,999 employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,94736
I am a developer by profession,Employed full-time,United States of America,Oregon,45 - 54 years,25,24,"1,000 to 4,999 employees",Monthly,Windows,A few times per week,Yes,A few times per month or weekly,55-64 years old,Woman,No,1200000
I am a developer by profession,Employed full-time,United States of America,Missouri,18 - 24 years,7,6,500 to 999 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,45-54 years old,Man,No,75000
I am a developer by profession,Employed full-time,United States of America,Ohio,18 - 24 years,26,25,I don’t know,Yearly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,Ohio,18 - 24 years,40,30,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,55-64 years old,Woman,No,103000
I am a developer by profession,Employed full-time,United States of America,Virginia,Older than 64 years,35,35,10 to 19 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,65 years or older,Man,No,103500
I am a developer by profession,Employed full-time,United States of America,Florida,18 - 24 years,13,13,I don’t know,Yearly,MacOS,A few times per week,Yes,A few times per week,25-34 years old,Man,No,105132
I am a developer by profession,Employed full-time,United States of America,Georgia,5 - 10 years,25,25,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,165000
I am a developer by profession,Employed full-time,United States of America,Colorado,11 - 17 years,11,7,100 to 499 employees,Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,70304
I am a developer by profession,Employed full-time,United States of America,Massachusetts,18 - 24 years,13,6,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,250000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,16,14,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,79900
I am a developer by profession,Employed full-time,United States of America,Wisconsin,11 - 17 years,16,7,20 to 99 employees,Yearly,Windows,Daily or almost daily,Not sure/can't remember,NA,25-34 years old,Man,No,87000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Illinois,11 - 17 years,6,2,500 to 999 employees,Yearly,Windows,A few times per month or weekly,No,NA,18-24 years old,Man,No,45000
I am a developer by profession,Employed full-time,United States of America,Georgia,11 - 17 years,20,18,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,18 - 24 years,19,11,100 to 499 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,45-54 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,Georgia,11 - 17 years,9,5,"10,000 or more employees",Yearly,Windows,Daily or almost daily,No,NA,25-34 years old,Man,No,115000
I am a developer by profession,Employed full-time,United States of America,South Carolina,25 - 34 years,6,6,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,No,NA,25-34 years old,Woman,No,160000
I am a developer by profession,Employed full-time,United States of America,Utah,5 - 10 years,20,15,"1,000 to 4,999 employees",Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,35-44 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,North Carolina,18 - 24 years,5,Less than 1 year,100 to 499 employees,Yearly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,60000
I am a developer by profession,Employed full-time,United States of America,Michigan,18 - 24 years,10,4,"5,000 to 9,999 employees",Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,115000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,18 - 24 years,8,8,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,145000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,5 - 10 years,25,7,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,125000
I am a developer by profession,Employed full-time,United States of America,Virginia,5 - 10 years,15,5,"1,000 to 4,999 employees",Yearly,Linux-based,A few times per week,No,NA,25-34 years old,Woman,No,65000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,New York,11 - 17 years,13,2,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,70000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,10,6,"1,000 to 4,999 employees",Weekly,MacOS,A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Woman,No,7900000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Washington,11 - 17 years,More than 50 years,23,"5,000 to 9,999 employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,155000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,18 - 24 years,5,3,100 to 499 employees,Yearly,MacOS,Daily or almost daily,No,NA,25-34 years old,Woman,No,90000
I am a developer by profession,Employed full-time,United States of America,Missouri,11 - 17 years,20,15,2 to 9 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,45-54 years old,Man,No,79000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,5 - 10 years,20,16,"10,000 or more employees",Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,131000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,11 - 17 years,8,3,500 to 999 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,Washington,18 - 24 years,7,3,20 to 99 employees,Yearly,Windows,Daily or almost daily,Not sure/can't remember,NA,25-34 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,7,6,500 to 999 employees,Yearly,MacOS,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,142000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,8,8,"10,000 or more employees",Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,300000
I am a developer by profession,Employed full-time,United States of America,Maine,11 - 17 years,12,12,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,92000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,11 - 17 years,17,NA,"5,000 to 9,999 employees",Yearly,Windows,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,88000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,16,9,500 to 999 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Woman,No,135000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,8,1,2 to 9 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,50000
I am a developer by profession,Employed full-time,United States of America,California,18 - 24 years,3,2,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,5,2,20 to 99 employees,Yearly,MacOS,A few times per month or weekly,No,NA,25-34 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,6,5,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Woman,No,155000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,15,4,500 to 999 employees,Weekly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",No,35000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,20,15,500 to 999 employees,Yearly,Linux-based,Less than once per month or monthly,Yes,Less than once per month or monthly,25-34 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,15,5,10 to 19 employees,Yearly,Windows,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,25000
I am a developer by profession,Employed full-time,United States of America,Tennessee,5 - 10 years,34,21,2 to 9 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,91000
I am a developer by profession,Employed full-time,United States of America,Minnesota,11 - 17 years,46,38,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,55-64 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,Nebraska,11 - 17 years,20,25,20 to 99 employees,Monthly,Windows,A few times per week,No,NA,35-44 years old,Man,No,102000
I am a developer by profession,Employed full-time,United States of America,Texas,5 - 10 years,10,3,10 to 19 employees,Weekly,Linux-based,Multiple times per day,No,NA,18-24 years old,Man,No,175000
I am a developer by profession,Employed full-time,United States of America,Ohio,5 - 10 years,35,23,"1,000 to 4,999 employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,45-54 years old,Man,No,90000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,19,16,20 to 99 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,143000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,25,6,"5,000 to 9,999 employees",Yearly,Windows,A few times per month or weekly,Yes,A few times per month or weekly,35-44 years old,Man,No,100000
I am a developer by profession,Employed full-time,United States of America,New York,25 - 34 years,3,3,100 to 499 employees,Yearly,MacOS,A few times per week,Not sure/can't remember,NA,25-34 years old,Woman,No,130000
I am a developer by profession,Employed full-time,United States of America,Texas,25 - 34 years,5,4,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,102000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,5,4,"1,000 to 4,999 employees",Monthly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Woman,No,942000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,10,7,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,25-34 years old,Woman,No,130000
I am a developer by profession,Employed full-time,United States of America,Virginia,11 - 17 years,15,9,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,A few times per week,35-44 years old,Man,No,180000
I am a developer by profession,Employed full-time,United States of America,Texas,Younger than 5 years,30,11,100 to 499 employees,Yearly,Windows Subsystem for Linux (WSL),Multiple times per day,Yes,A few times per week,35-44 years old,Man,No,162000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,California,25 - 34 years,21,18,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,55-64 years old,Man,No,90000
I am a developer by profession,Employed full-time,United States of America,Arizona,18 - 24 years,11,7,20 to 99 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,75000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,7,2,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,18-24 years old,Man,No,75000
I am a developer by profession,Employed full-time,United States of America,Oregon,5 - 10 years,35,21,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,No,86000
I am a developer by profession,Employed full-time,United States of America,Colorado,11 - 17 years,27,24,20 to 99 employees,Yearly,MacOS,A few times per month or weekly,No,NA,35-44 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Wisconsin,18 - 24 years,8,5,100 to 499 employees,Monthly,Linux-based,Less than once per month or monthly,Yes,Less than once per month or monthly,25-34 years old,Man,No,1380000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Illinois,18 - 24 years,12,6,100 to 499 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Woman,No,60000
I am a developer by profession,Employed full-time,United States of America,Minnesota,18 - 24 years,12,6,2 to 9 employees,Yearly,Windows,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,76000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Illinois,11 - 17 years,6,4,"5,000 to 9,999 employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,24,20,100 to 499 employees,Yearly,Windows,A few times per week,Not sure/can't remember,NA,35-44 years old,Man,No,275000
I am a developer by profession,Employed full-time,United States of America,New Jersey,18 - 24 years,5,3,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,86881
I am a developer by profession,Employed full-time,United States of America,Indiana,18 - 24 years,5,4,20 to 99 employees,Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Woman,No,54000
I am a developer by profession,Employed full-time,United States of America,Utah,11 - 17 years,23,14,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,105000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,25 - 34 years,9,5,100 to 499 employees,Yearly,MacOS,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,168000
I am a developer by profession,Employed full-time,United States of America,Texas,25 - 34 years,3,1,20 to 99 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Woman,No,75000
I am a developer by profession,Employed full-time,United States of America,Connecticut,5 - 10 years,30,8,"5,000 to 9,999 employees",Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,Missouri,18 - 24 years,24,21,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,172000
I am a developer by profession,Employed full-time,United States of America,Michigan,18 - 24 years,7,5,10 to 19 employees,Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,19,15,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,103000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,18 - 24 years,19,15,20 to 99 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,135000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Minnesota,11 - 17 years,20,18,I don’t know,Yearly,Windows Subsystem for Linux (WSL),Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,125000
I am a developer by profession,Employed full-time,United States of America,Ohio,18 - 24 years,11,6,100 to 499 employees,Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,35-44 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,7,5,10 to 19 employees,Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,7,5,500 to 999 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,70000
I am a developer by profession,Employed full-time,United States of America,Maryland,18 - 24 years,12,9,100 to 499 employees,Yearly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,118800
I am a developer by profession,Employed full-time,United States of America,Oklahoma,11 - 17 years,12,12,"1,000 to 4,999 employees",Yearly,MacOS,Multiple times per day,Not sure/can't remember,NA,35-44 years old,Man,No,102000
I am a developer by profession,Employed full-time,United States of America,Michigan,11 - 17 years,17,7,2 to 9 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,80000
I am a developer by profession,Employed full-time,United States of America,Maine,11 - 17 years,15,12,10 to 19 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,60000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,8,3,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,142500
I am a developer by profession,Employed full-time,United States of America,Oregon,11 - 17 years,22,10,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,68000
I am a developer by profession,Employed full-time,United States of America,Oregon,11 - 17 years,37,26,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Michigan,25 - 34 years,5,5,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per week,35-44 years old,Woman,No,96500
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,New York,5 - 10 years,48,28,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,55-64 years old,Woman,No,180000
I am a developer by profession,Employed full-time,United States of America,Nebraska,11 - 17 years,8,2,20 to 99 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,18-24 years old,Man,No,120000
I am a developer by profession,Employed full-time,United States of America,Texas,5 - 10 years,36,25,"1,000 to 4,999 employees",Yearly,MacOS,Multiple times per day,Yes,A few times per week,45-54 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,6,2,2 to 9 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,"Non-binary, genderqueer, or gender non-conforming","Or, in your own words:",71000
I am a developer by profession,Employed full-time,United States of America,Michigan,11 - 17 years,27,25,"5,000 to 9,999 employees",Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,45-54 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Maryland,11 - 17 years,18,10,"1,000 to 4,999 employees",Yearly,Windows Subsystem for Linux (WSL),A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,200000
I am a developer by profession,Employed full-time,United States of America,Washington,18 - 24 years,4,2,2 to 9 employees,Yearly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,96000
I am a developer by profession,Employed full-time,United States of America,Michigan,11 - 17 years,25,16,"10,000 or more employees",Weekly,Linux-based,A few times per month or weekly,Yes,A few times per month or weekly,35-44 years old,Man,No,6200000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,11 - 17 years,10,7,"1,000 to 4,999 employees",Yearly,MacOS,Less than once per month or monthly,Yes,Less than once per month or monthly,25-34 years old,Man,No,124000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,10,6,20 to 99 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,92000
I am a developer by profession,Employed full-time,United States of America,Virginia,18 - 24 years,4,Less than 1 year,I don’t know,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,45000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,29,21,10 to 19 employees,Yearly,MacOS,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,125000
I am a developer by profession,Employed full-time,United States of America,Illinois,25 - 34 years,15,11,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Washington,5 - 10 years,24,21,"5,000 to 9,999 employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,4,Less than 1 year,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Woman,No,85000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,10,6,100 to 499 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,90000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,10,3,2 to 9 employees,Yearly,Windows,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,85000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Puerto Rico,45 - 54 years,24,22,100 to 499 employees,Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,No,66000
I am a developer by profession,Employed full-time,United States of America,Arizona,18 - 24 years,10,4,20 to 99 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,63000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Massachusetts,5 - 10 years,35,26,"1,000 to 4,999 employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,210000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,11 - 17 years,15,3,500 to 999 employees,Monthly,Linux-based,Less than once per month or monthly,Yes,Less than once per month or monthly,25-34 years old,Man,No,2136000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,12,4,20 to 99 employees,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,87000
I am a developer by profession,Employed full-time,United States of America,Minnesota,5 - 10 years,28,24,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,45-54 years old,Man,No,147000
I am a developer by profession,Employed full-time,United States of America,Washington,35 - 44 years,34,16,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,400000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Arizona,25 - 34 years,10,5,"5,000 to 9,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,175000
I am a developer by profession,Employed full-time,United States of America,Illinois,5 - 10 years,33,13,100 to 499 employees,Yearly,MacOS,NA,NA,NA,35-44 years old,Woman,Prefer not to say,165000
I am a developer by profession,Employed full-time,United States of America,Arizona,11 - 17 years,21,14,"10,000 or more employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,148000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,19,12,100 to 499 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,156000
I am a developer by profession,Employed full-time,United States of America,Minnesota,5 - 10 years,33,25,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,No,NA,35-44 years old,Man,No,156000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,18,9,500 to 999 employees,Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,89750
I am a developer by profession,Employed full-time,United States of America,Vermont,11 - 17 years,7,5,"1,000 to 4,999 employees",Yearly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Michigan,11 - 17 years,4,1,100 to 499 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,92500
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,18,18,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,No,400000
I am a developer by profession,Employed full-time,United States of America,Texas,5 - 10 years,20,20,"5,000 to 9,999 employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,Utah,11 - 17 years,7,7,100 to 499 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,101123
I am a developer by profession,Employed full-time,United States of America,Colorado,35 - 44 years,5,4,500 to 999 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,165000
I am a developer by profession,Employed full-time,United States of America,Tennessee,18 - 24 years,2,Less than 1 year,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,53000
