MainBranch,Employment,Country,US_State,Age1stCode,YearsCode,YearsCodePro,OrgSize,CompFreq,OpSys,SOVisitFreq,SOAccount,SOPartFreq,Age,Gender,Trans,ConvertedCompYearly
I am a developer by profession,Employed full-time,Norway,NA,5 - 10 years,7,3,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,75527
I am a developer by profession,Employed full-time,Spain,NA,35 - 44 years,26,19,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,No,NA,35-44 years old,Man,No,35672
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,11,7,"10,000 or more employees",Yearly,Windows,A few times per week,No,NA,25-34 years old,Man,No,51704
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,9,7,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,79452
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,10,4,"10,000 or more employees",Monthly,Windows,Multiple times per day,Yes,Daily or almost daily,18-24 years old,Man,No,25944
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,5,4,"10,000 or more employees",Yearly,Linux-based,A few times per week,No,NA,25-34 years old,Woman,No,50806
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,17,16,2 to 9 employees,Monthly,MacOS,A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Man,No,32424
I am a developer by profession,Employed full-time,Belgium,NA,11 - 17 years,20,15,100 to 499 employees,Yearly,Linux-based,Multiple times per day,Yes,A few times per month or weekly,35-44 years old,Man,No,51887
I am a developer by profession,Employed full-time,Ireland,NA,11 - 17 years,20,16,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,64859
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,25,15,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,103408
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,9,6,"10,000 or more employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,49119
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,12,4,"10,000 or more employees",Monthly,Windows Subsystem for Linux (WSL),Multiple times per day,Yes,Daily or almost daily,25-34 years old,Man,No,35304
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,10,10,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,116896
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,10,8,"10,000 or more employees",Monthly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,55716
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,15,7,10 to 19 employees,Yearly,Windows,Daily or almost daily,No,NA,25-34 years old,Man,No,21620
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,12,7,100 to 499 employees,Monthly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,141144
I am a developer by profession,Employed full-time,Portugal,NA,11 - 17 years,10,3,2 to 9 employees,Monthly,Windows,Daily or almost daily,Not sure/can't remember,NA,25-34 years old,Man,No,10380
I am a developer by profession,Employed full-time,Ireland,NA,25 - 34 years,11,6,2 to 9 employees,Monthly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,53184
I am a developer by profession,Employed full-time,Italy,NA,18 - 24 years,10,5,20 to 99 employees,Monthly,MacOS,Daily or almost daily,Not sure/can't remember,NA,25-34 years old,Man,No,20496
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,25,13,100 to 499 employees,Monthly,Windows,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Woman,No,62964
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,25 - 34 years,4,4,500 to 999 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,71093
I am a developer by profession,Employed full-time,Portugal,NA,18 - 24 years,12,7,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,37834
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,15,10,100 to 499 employees,Monthly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,77832
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,9,3,500 to 999 employees,Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,87559
I am a developer by profession,Employed full-time,Norway,NA,11 - 17 years,43,35,"10,000 or more employees",Yearly,Linux-based,Multiple times per day,Yes,A few times per month or weekly,55-64 years old,Man,No,88474
I am a developer by profession,Employed full-time,Ireland,NA,18 - 24 years,15,7,"10,000 or more employees",Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,108098
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,15,9,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,40070
I am a developer by profession,Employed full-time,Sweden,NA,18 - 24 years,12,7,20 to 99 employees,Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,71184
I am a developer by profession,Employed full-time,Austria,NA,11 - 17 years,30,20,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,108098
I am a developer by profession,Employed full-time,Germany,NA,25 - 34 years,7,1,"1,000 to 4,999 employees",Monthly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,55776
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,8,5,500 to 999 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,54049
I am a developer by profession,Employed full-time,Spain,NA,5 - 10 years,20,7,10 to 19 employees,Yearly,Linux-based,Multiple times per day,No,NA,25-34 years old,Man,No,27025
I am a developer by profession,Employed full-time,France,NA,25 - 34 years,3,Less than 1 year,10 to 19 employees,Yearly,MacOS,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,30267
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,10,3,100 to 499 employees,Yearly,Linux-based,Multiple times per day,No,NA,18-24 years old,Man,No,49185
I am a developer by profession,Employed full-time,Spain,NA,18 - 24 years,8,5,100 to 499 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,30267
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,15,10,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,54049
I am a developer by profession,Employed full-time,Norway,NA,18 - 24 years,13,8,"10,000 or more employees",Yearly,Linux-based,A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Man,No,66895
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,15,8,10 to 19 employees,Monthly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,42804
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,5,3,10 to 19 employees,Monthly,Linux-based,A few times per month or weekly,No,NA,25-34 years old,Man,No,42804
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,5,Less than 1 year,10 to 19 employees,Monthly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,20520
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,11 - 17 years,4,Less than 1 year,I don’t know,Yearly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,33510
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,19,16,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,51887
I am a developer by profession,Employed full-time,Ireland,NA,11 - 17 years,6,Less than 1 year,10 to 19 employees,Weekly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,21600
I am a developer by profession,Employed full-time,France,NA,18 - 24 years,7,1,20 to 99 employees,Monthly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,518868
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Italy,NA,18 - 24 years,22,17,20 to 99 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,70264
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,25,1,"1,000 to 4,999 employees",Yearly,Windows,Less than once per month or monthly,Yes,Less than once per month or monthly,35-44 years old,Man,No,142185
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,5,4,100 to 499 employees,Yearly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,70264
I am a developer by profession,Employed full-time,Poland,NA,5 - 10 years,18,14,"10,000 or more employees",Monthly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,54672
I am a developer by profession,Employed full-time,Belgium,NA,11 - 17 years,10,5,20 to 99 employees,Monthly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,45396
I am a developer by profession,Employed full-time,France,NA,18 - 24 years,9,4,"5,000 to 9,999 employees",Monthly,Linux-based,A few times per week,Not sure/can't remember,NA,25-34 years old,Man,No,38916
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,27,20,"Just me - I am a freelancer, sole proprietor, etc.",Monthly,Windows,Multiple times per day,No,NA,45-54 years old,Man,No,25944
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,11,5,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Man,No,127967
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,13,3,10 to 19 employees,Yearly,Windows,A few times per month or weekly,No,NA,25-34 years old,Man,No,25944
I am a developer by profession,Employed full-time,Portugal,NA,5 - 10 years,8,5,20 to 99 employees,Monthly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,13620
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,12,8,2 to 9 employees,Yearly,Windows,Multiple times per day,Yes,Daily or almost daily,25-34 years old,Man,No,91484
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,6,5,"10,000 or more employees",Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,63281
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,15,10,20 to 99 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,36193
I am a developer by profession,Employed full-time,Spain,NA,18 - 24 years,20,14,100 to 499 employees,Yearly,Windows,Daily or almost daily,Not sure/can't remember,NA,35-44 years old,Man,No,52968
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Italy,NA,11 - 17 years,38,23,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,Daily or almost daily,45-54 years old,Man,No,45401
I am a developer by profession,Employed full-time,Spain,NA,5 - 10 years,25,18,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,Yes,A few times per month or weekly,45-54 years old,Man,No,87559
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,13,8,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,109871
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Poland,NA,11 - 17 years,22,11,100 to 499 employees,Monthly,Linux-based,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,12144
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,13,8,20 to 99 employees,Monthly,Linux-based,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,18156
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,12,7,100 to 499 employees,Monthly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Woman,No,54480
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,20,11,100 to 499 employees,Yearly,Windows,Daily or almost daily,Not sure/can't remember,NA,35-44 years old,Man,No,81433
I am a developer by profession,Employed full-time,Denmark,NA,18 - 24 years,6,2,500 to 999 employees,Monthly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,62520
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,23,11,500 to 999 employees,Yearly,MacOS,Multiple times per day,Yes,Daily or almost daily,25-34 years old,Man,No,174500
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,7,4,"1,000 to 4,999 employees",Yearly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,41077
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Switzerland,NA,11 - 17 years,9,1,10 to 19 employees,Monthly,Linux-based,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,24396
I am a developer by profession,Employed full-time,Portugal,NA,18 - 24 years,15,9,20 to 99 employees,Monthly,Windows Subsystem for Linux (WSL),A few times per month or weekly,Yes,A few times per month or weekly,25-34 years old,Man,NA,29832
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,5,2,20 to 99 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,50806
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,19,5,20 to 99 employees,Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,92704
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,France,NA,25 - 34 years,4,2,2 to 9 employees,Monthly,Linux-based,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,402120
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,3,2,100 to 499 employees,Yearly,MacOS,Multiple times per day,Not sure/can't remember,NA,25-34 years old,Woman,No,56211
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,France,NA,11 - 17 years,4,2,100 to 499 employees,Monthly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,25944
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Spain,NA,11 - 17 years,15,10,I don’t know,Yearly,Linux-based,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,39996
I am a developer by profession,Employed full-time,France,NA,5 - 10 years,34,21,"10,000 or more employees",Yearly,Linux-based,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,59454
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,8,4,100 to 499 employees,Monthly,Windows,Multiple times per day,No,NA,18-24 years old,Man,No,341244
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,11,8,"5,000 to 9,999 employees",Monthly,MacOS,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,622644
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,9,7,500 to 999 employees,Yearly,Windows,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,59454
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,7,4,10 to 19 employees,Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,48860
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,20,17,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,90482
I am a developer by profession,Employed full-time,France,NA,25 - 34 years,6,5,10 to 19 employees,Monthly,Linux-based,Daily or almost daily,Yes,Multiple times per day,25-34 years old,Man,No,33084
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,12,9,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,39424
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,20,14,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,No,NA,35-44 years old,Man,No,96945
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,25 - 34 years,9,6,100 to 499 employees,Monthly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,597180
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Austria,NA,35 - 44 years,20,15,I don’t know,Monthly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,42804
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,15,13,100 to 499 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,71345
I am a developer by profession,Employed full-time,France,NA,5 - 10 years,8,5,100 to 499 employees,Monthly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,726420
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,6,4,10 to 19 employees,Monthly,MacOS,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,79284
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,12,4,10 to 19 employees,Monthly,MacOS,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,70260
I am a developer by profession,Employed full-time,Germany,NA,5 - 10 years,8,4,"5,000 to 9,999 employees",Yearly,Windows Subsystem for Linux (WSL),Daily or almost daily,No,NA,25-34 years old,Man,No,86478
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,20,12,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,75669
I am a developer by profession,Employed full-time,Denmark,NA,18 - 24 years,15,13,500 to 999 employees,Monthly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,71208
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,10,4,20 to 99 employees,Monthly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,49704
I am a developer by profession,Employed full-time,Spain,NA,18 - 24 years,12,9,10 to 19 employees,Monthly,Windows,Multiple times per day,No,NA,35-44 years old,Man,No,23352
I am a developer by profession,Employed full-time,Denmark,NA,11 - 17 years,10,5,"10,000 or more employees",Monthly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,86316
I am a developer by profession,Employed full-time,Sweden,NA,11 - 17 years,20,12,500 to 999 employees,Monthly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,73644
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,5 - 10 years,35,10,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,77556
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,20,15,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,35-44 years old,Man,No,48644
I am a developer by profession,Employed full-time,Italy,NA,5 - 10 years,16,8,"1,000 to 4,999 employees",Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,49725
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,More than 50 years,43,100 to 499 employees,Yearly,Windows,A few times per month or weekly,No,NA,65 years or older,Man,No,45241
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,16,8,10 to 19 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per week,25-34 years old,Man,No,41077
I am a developer by profession,Employed full-time,Poland,NA,18 - 24 years,5,3,"1,000 to 4,999 employees",Monthly,Linux-based,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,15192
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,France,NA,11 - 17 years,8,3,"1,000 to 4,999 employees",Monthly,Linux-based,A few times per week,No,NA,18-24 years old,Man,No,7788
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,5,2,500 to 999 employees,Monthly,Windows,Daily or almost daily,No,NA,18-24 years old,Man,No,13620
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,35 - 44 years,20,15,20 to 99 employees,Monthly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,51888
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,34,22,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,45-54 years old,Man,No,58167
I am a developer by profession,Employed full-time,Austria,NA,5 - 10 years,14,5,"10,000 or more employees",Yearly,Linux-based,A few times per month or weekly,Yes,A few times per month or weekly,18-24 years old,Man,No,48644
I am a developer by profession,Employed full-time,Switzerland,NA,11 - 17 years,8,Less than 1 year,20 to 99 employees,Monthly,Windows,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,69528
I am a developer by profession,Employed full-time,Austria,NA,5 - 10 years,38,20,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,72642
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,20,15,100 to 499 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,86478
I am a developer by profession,Employed full-time,Belgium,NA,18 - 24 years,30,26,"1,000 to 4,999 employees",Monthly,MacOS,A few times per week,Yes,A few times per month or weekly,45-54 years old,Man,No,103776
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,43,35,100 to 499 employees,Monthly,Windows,A few times per week,Yes,A few times per month or weekly,55-64 years old,Man,No,64860
I am a developer by profession,Employed full-time,Belgium,NA,18 - 24 years,23,20,"10,000 or more employees",Monthly,MacOS,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,77832
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,24,17,10 to 19 employees,Monthly,Windows,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,30240
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,32,21,10 to 19 employees,Monthly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,35-44 years old,Man,No,648588
I am a developer by profession,Employed full-time,Ireland,NA,5 - 10 years,20,10,"5,000 to 9,999 employees",Yearly,Windows,Multiple times per day,Yes,Daily or almost daily,35-44 years old,"Non-binary, genderqueer, or gender non-conforming","Or, in your own words:",48644
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,35,33,"1,000 to 4,999 employees",Yearly,Windows,Less than once per month or monthly,No,NA,45-54 years old,Man,No,36753
I am a developer by profession,Employed full-time,Finland,NA,11 - 17 years,15,NA,"1,000 to 4,999 employees",Monthly,Linux-based,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,45396
I am a developer by profession,Employed full-time,France,NA,11 - 17 years,40,26,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,A few times per month or weekly,45-54 years old,Man,No,70264
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,10,7,"5,000 to 9,999 employees",Yearly,Linux-based,A few times per week,No,NA,25-34 years old,Man,No,72385
I am a developer by profession,Employed full-time,Poland,NA,5 - 10 years,17,7,"1,000 to 4,999 employees",Yearly,Windows Subsystem for Linux (WSL),A few times per month or weekly,Not sure/can't remember,NA,25-34 years old,Man,No,50625
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,16,6,500 to 999 employees,Yearly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,49293
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,18,12,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,64859
I am a developer by profession,Employed full-time,France,NA,25 - 34 years,2,2,10 to 19 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Woman,No,30267
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,10,3,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,35672
I am a developer by profession,Employed full-time,Germany,NA,5 - 10 years,6,4,10 to 19 employees,Monthly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,48648
I am a developer by profession,Employed full-time,Finland,NA,18 - 24 years,7,5,500 to 999 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,59454
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,18 - 24 years,8,5,500 to 999 employees,Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,961692
I am a developer by profession,Employed full-time,Italy,NA,11 - 17 years,6,Less than 1 year,100 to 499 employees,Monthly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,15564
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,NA,18 - 24 years,24,15,"1,000 to 4,999 employees",Monthly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,29832
I am a developer by profession,Employed full-time,Spain,NA,11 - 17 years,7,Less than 1 year,20 to 99 employees,Monthly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,14916
I am a developer by profession,Employed full-time,Germany,NA,25 - 34 years,9,4,"1,000 to 4,999 employees",Yearly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,60535
I am a developer by profession,Employed full-time,Poland,NA,11 - 17 years,10,2,"5,000 to 9,999 employees",Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,"Or, in your own words:",13668
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,10,7,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Woman,No,43431
I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,11 - 17 years,21,15,20 to 99 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,74970
I am a developer by profession,Employed full-time,Germany,NA,18 - 24 years,19,5,10 to 19 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,51887
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,27,17,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,Daily or almost daily,35-44 years old,Man,No,118908
I am a developer by profession,Employed full-time,Germany,NA,11 - 17 years,15,10,"10,000 or more employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,86478
I am a developer by profession,Employed full-time,Germany,NA,5 - 10 years,29,15,I don’t know,Monthly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,1167456
I am a developer by profession,Employed full-time,Finland,NA,5 - 10 years,10,3,20 to 99 employees,Monthly,MacOS,Multiple times per day,Yes,A few times per month or weekly,18-24 years old,Man,No,44100
